Molecule: ./Results/6fnx_p3 
Step: add fragment, Previous ligand: [16*]c1ccccc1, New ligand: CCc1ccccc1, Score: 0.23221594918842625 
Step: remove fragment, Previous ligand: [8*]CC, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: add fragment, Previous ligand: [8*]CC, New ligand: CCc1ccccc1, Score: 0.23221594918842625 
Step: remove fragment, Previous ligand: CCc1ccccc1, New ligand: CCc1ccccc1, Score: 0.23221594918842625 
Step: remove fragment, Previous ligand: CCc1ccccc1, New ligand: [16*]c1ccccc1, Score: 0.10243902439024391 
Step: add fragment, Previous ligand: [16*]c1ccccc1, New ligand: CCc1ccccc1, Score: 0.23221594918842625 
Step: remove fragment, Previous ligand: CCc1ccccc1, New ligand: [16*]c1ccccc1, Score: 0.10243902439024391 
Step: add fragment, Previous ligand: [16*]c1ccccc1, New ligand: CCc1ccccc1, Score: 0.23221594918842625 
Step: remove fragment, Previous ligand: CCc1ccccc1, New ligand: CCc1ccccc1, Score: 0.23221594918842625 
Step: remove fragment, Previous ligand: CCc1ccccc1, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: add fragment, Previous ligand: [8*]CC, New ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, Score: 0.5739298423995932 
Step: add fragment, Previous ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: add fragment, Previous ligand: [8*]CC, New ligand: CCc1ccccc1, Score: 0.23221594918842625 
Step: remove fragment, Previous ligand: CCc1ccccc1, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: remove fragment, Previous ligand: [8*]CC, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: add fragment, Previous ligand: [8*]CC, New ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, Score: 0.5739298423995932 
Step: add fragment, Previous ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, Score: 0.6393122083026284 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2CC, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: remove fragment, Previous ligand: [8*]CC, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: add fragment, Previous ligand: [8*]CC, New ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, Score: 0.5739298423995932 
Step: add fragment, Previous ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: add fragment, Previous ligand: [8*]CC, New ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, Score: 0.5739298423995932 
Step: remove fragment, Previous ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, New ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, Score: 0.5739298423995932 
Step: add fragment, Previous ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: remove fragment, Previous ligand: [8*]CC, New ligand: [8*]CC, Score: 0.004999999999999999 
Step: add fragment, Previous ligand: [8*]CC, New ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, Score: 0.5739298423995932 
Step: add fragment, Previous ligand: [9*]n1c(=O)[nH]c(=O)c2c1ncn2CC, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
Step: remove fragment, Previous ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, New ligand: CCn1cnc2c1c(=O)[nH]c(=O)n2-c1ccccc1, Score: 0.7680886426592798 
